dateC,P
01241300,17.25916666666667
01241400,0.0
01241500,0.0
01241600,0.0
01241700,0.0
01241800,0.0
01241900,0.0
01242000,0.0
01242100,0.0
01242200,0.0
01242300,0.0
01250000,0.0
01250100,0.0
01250200,0.0
01250300,0.0
01250400,0.0
01250500,0.0
01250600,0.0
01250700,0.0
01250800,0.0
01250900,1.09
01251000,17.560000000000002
01251100,22.614166666666666
01251200,19.277500000000003
01251300,10.066666666666666
01251400,0.0
01251500,0.0
01251600,0.0
01251700,0.0
01251800,0.0
01251900,0.0
01252000,0.0
01252100,0.0
01252200,0.0
01252300,0.0
01260000,0.0
01260100,0.0
01260200,0.0
01260300,0.0
01260400,0.0
01260500,0.0
01260600,0.0
01260700,0.0
01260800,0.0
01260900,1.1808333333333334
01261000,23.73
01261100,22.622500000000002
01261200,21.52
01261300,15.103333333333332
01261400,0.0008333333333333334
01261500,0.0
01261600,0.0
01261700,0.0
01261800,0.0
01261900,0.0
01262000,0.0
01262100,0.0
01262200,0.0
01262300,0.0
01270000,0.0
01270100,0.0
01270200,0.0
01270300,0.0
01270400,0.0
01270500,0.0
01270600,0.0
01270700,0.0
01270800,0.0033333333333333335
01270900,1.0958333333333334
01271000,14.595833333333337
01271100,16.169166666666666
01271200,14.1875
01271300,11.092500000000001
01271400,0.0016666666666666668
01271500,0.0
01271600,0.0
01271700,0.0
01271800,0.0
01271900,0.0
01272000,0.0
01272100,0.0
01272200,0.0
01272300,0.0
01280000,0.0
01280100,0.0
01280200,0.0
01280300,0.0
01280400,0.0
01280500,0.0
01280600,0.0
01280700,0.0
01280800,0.012499999999999999
01280900,4.315833333333334
01281000,12.121666666666664
01281100,15.956666666666669
01281200,16.324166666666667
01281300,13.621666666666668
01281400,0.04416666666666667
01281500,0.0
01281600,0.0
01281700,0.0
01281800,0.0
01281900,0.0
01282000,0.0
01282100,0.0
01282200,0.0
01282300,0.0
01290000,0.0
01290100,0.0
01290200,0.0
01290300,0.0
01290400,0.0
01290500,0.0
01290600,0.0
01290700,0.0
01290800,0.03916666666666666
01290900,8.144166666666667
01291000,11.430833333333332
01291100,14.926666666666668
01291200,13.175833333333332
01291300,7.836666666666667
01291400,0.13999999999999999
01291500,0.0
01291600,0.0
01291700,0.0
01291800,0.0
01291900,0.0
01292000,0.0
01292100,0.0
01292200,0.0
01292300,0.0
01300000,0.0
01300100,0.0
01300200,0.0
01300300,0.0
01300400,0.0
01300500,0.0
01300600,0.0
01300700,0.0
01300800,0.03833333333333334
01300900,13.208333333333334
01301000,20.71916666666667
01301100,25.139166666666664
01301200,21.6125
01301300,18.635
01301400,0.1875
01301500,0.0
01301600,0.0
01301700,0.0
01301800,0.0
01301900,0.0
01302000,0.0
01302100,0.0
01302200,0.0
01302300,0.0
01310000,0.0
01310100,0.0
01310200,0.0
01310300,0.0
01310400,0.0
01310500,0.0
01310600,0.0
01310700,0.0
01310800,0.13583333333333333
01310900,24.614166666666666
01311000,34.93666666666667
01311100,42.60833333333334
01311200,40.267500000000005
01311300,28.605833333333333
01311400,0.26916666666666667
01311500,0.0
01311600,0.0
01311700,0.0
01311800,0.0
01311900,0.0
01312000,0.0
01312100,0.0
01312200,0.0
01312300,0.0
02010000,0.0
02010100,0.0
02010200,0.0
02010300,0.0
02010400,0.0
02010500,0.0
02010600,0.0
02010700,0.0
02010800,0.20833333333333334
02010900,18.08833333333333
02011000,26.1275
02011100,28.66083333333333
02011200,24.7
02011300,16.9725
02011400,7.870000000000001
02011500,0.0
02011600,0.0
02011700,0.0
02011800,0.0
02011900,0.0
02012000,0.0
02012100,0.0
02012200,0.0
02012300,0.0
02020000,0.0
02020100,0.0
02020200,0.0
02020300,0.0
02020400,0.0
02020500,0.0
02020600,0.0
02020700,0.0
02020800,0.24500000000000002
02020900,23.145
02021000,31.032500000000002
02021100,39.36833333333333
02021200,38.931666666666665
02021300,24.27
02021400,9.709166666666667
02021500,0.0
02021600,0.0
02021700,0.0
02021800,0.0
02021900,0.0
02022000,0.0
02022100,0.0
02022200,0.0
02022300,0.0
02030000,0.0
02030100,0.0
02030200,0.0
02030300,0.0
02030400,0.0
02030500,0.0
02030600,0.0
02030700,0.0
02030800,0.38666666666666666
02030900,23.399166666666662
02031000,32.68583333333333
02031100,36.916666666666664
02031200,33.64416666666667
02031300,22.016666666666666
02031400,10.608333333333334
02031500,0.0
02031600,0.0
02031700,0.0
02031800,0.0
02031900,0.0
02032000,0.0
02032100,0.0
02032200,0.0
02032300,0.0
02040000,0.0
02040100,0.0
02040200,0.0
02040300,0.0
02040400,0.0
02040500,0.0
02040600,0.0
02040700,0.0
02040800,0.5141666666666667
02040900,19.154999999999998
02041000,24.801666666666666
02041100,27.289999999999996
02041200,24.05666666666667
02041300,14.932499999999997
02041400,6.8875
02041500,0.0
02041600,0.0
02041700,0.0
02041800,0.0
02041900,0.0
02042000,0.0
02042100,0.0
02042200,0.0
02042300,0.0
02050000,0.0
02050100,0.0
02050200,0.0
02050300,0.0
02050400,0.0
02050500,0.0
02050600,0.0
02050700,0.0
02050800,0.49833333333333335
02050900,12.938333333333333
02051000,21.063333333333333
02051100,26.111666666666668
02051200,22.9325
02051300,17.133333333333333
02051400,8.677500000000002
02051500,0.0
02051600,0.0
02051700,0.0
02051800,0.0
02051900,0.0
02052000,0.0
02052100,0.0
02052200,0.0
02052300,0.0
02060000,0.0
02060100,0.0
02060200,0.0
02060300,0.0
02060400,0.0
02060500,0.0
02060600,0.0
02060700,0.0
02060800,0.6341666666666667
02060900,15.909166666666666
02061000,22.166666666666668
02061100,24.771666666666665
02061200,25.08833333333334
02061300,18.620833333333334
02061400,9.3925
02061500,0.0
02061600,0.0
02061700,0.0
02061800,0.0
02061900,0.0
02062000,0.0
02062100,0.0
02062200,0.0
02062300,0.0
02070000,0.0
02070100,0.0
02070200,0.0
02070300,0.0
02070400,0.0
02070500,0.0
02070600,0.0
02070700,0.0
02070800,0.82
02070900,28.4225
02071000,40.88083333333334
02071100,40.47166666666667
02071200,39.032500000000006
02071300,31.746666666666666
02071400,15.331666666666665
02071500,0.0
02071600,0.0
02071700,0.0
02071800,0.0
02071900,0.0
02072000,0.0
02072100,0.0
02072200,0.0
02072300,0.0
02080000,0.0
02080100,0.0
02080200,0.0
02080300,0.0
02080400,0.0
02080500,0.0
02080600,0.0
02080700,0.0
02080800,1.0191666666666668
02080900,27.895833333333332
02081000,36.92416666666666
02081100,40.51083333333333
02081200,37.48333333333333
02081300,29.668333333333333
02081400,15.610000000000001
02081500,0.0
02081600,0.0
02081700,0.0
02081800,0.0
02081900,0.0
02082000,0.0
02082100,0.0
02082200,0.0
02082300,0.0
02090000,0.0
02090100,0.0
02090200,0.0
02090300,0.0
02090400,0.0
02090500,0.0
02090600,0.0
02090700,0.0
02090800,1.1575
02090900,30.977500000000003
02091000,39.994166666666665
02091100,41.6725
02091200,41.30749999999999
02091300,34.22416666666667
02091400,20.537499999999998
02091500,0.0
02091600,0.0
02091700,0.0
02091800,0.0
02091900,0.0
02092000,0.0
02092100,0.0
02092200,0.0
02092300,0.0
02100000,0.0
02100100,0.0
02100200,0.0
02100300,0.0
02100400,0.0
02100500,0.0
02100600,0.0
02100700,0.0
02100800,1.1266666666666667
02100900,11.364166666666668
02101000,18.31083333333333
02101100,23.240000000000006
02101200,25.460833333333337
02101300,24.569999999999997
02101400,12.285833333333334
02101500,0.0
02101600,0.0
02101700,0.0
02101800,0.0
02101900,0.0
02102000,0.0
02102100,0.0
02102200,0.0
02102300,0.0
02110000,0.0
02110100,0.0
02110200,0.0
02110300,0.0
02110400,0.0
02110500,0.0
02110600,0.0
02110700,0.0
02110800,1.304166666666667
02110900,32.839166666666664
02111000,44.37916666666666
02111100,55.92166666666666
02111200,54.62083333333334
02111300,43.906666666666666
02111400,26.654166666666665
02111500,0.0
02111600,0.0
02111700,0.0
02111800,0.0
02111900,0.0
02112000,0.0
02112100,0.0
02112200,0.0
02112300,0.0
02120000,0.0
02120100,0.0
02120200,0.0
02120300,0.0
02120400,0.0
02120500,0.0
02120600,0.0
02120700,0.0
02120800,1.6583333333333332
02120900,43.12916666666667
02121000,54.55666666666667
02121100,60.8525
02121200,58.65916666666667
02121300,44.60833333333333
02121400,25.140833333333333
02121500,0.0075
02121600,0.0
02121700,0.0
02121800,0.0
02121900,0.0
02122000,0.0
02122100,0.0
02122200,0.0
02122300,0.0
02130000,0.0
02130100,0.0
02130200,0.0
02130300,0.0
02130400,0.0
02130500,0.0
02130600,0.0
02130700,0.0
02130800,15.084166666666667
02130900,26.545833333333334
02131000,37.190000000000005
02131100,42.46833333333333
02131200,40.22
02131300,31.575833333333335
02131400,20.28333333333333
02131500,0.011666666666666667
02131600,0.0
02131700,0.0
02131800,0.0
02131900,0.0
02132000,0.0
02132100,0.0
02132200,0.0
02132300,0.0
02140000,0.0
02140100,0.0
02140200,0.0
02140300,0.0
02140400,0.0
02140500,0.0
02140600,0.0
02140700,0.012500000000000002
02140800,18.333333333333332
02140900,40.14000000000001
02141000,55.895
02141100,62.37583333333334
02141200,60.39250000000001
02141300,45.7075
02141400,27.96166666666667
02141500,0.08916666666666667
02141600,0.0
02141700,0.0
02141800,0.0
02141900,0.0
02142000,0.0
02142100,0.0
02142200,0.0
02142300,0.0
02150000,0.0
02150100,0.0
02150200,0.0
02150300,0.0
02150400,0.0
02150500,0.0
02150600,0.0
02150700,0.02416666666666667
02150800,25.774166666666662
02150900,50.20416666666667
02151000,64.35833333333333
02151100,69.36166666666666
02151200,65.47083333333335
02151300,53.340833333333336
02151400,35.434999999999995
02151500,0.10666666666666669
02151600,0.0
02151700,0.0
02151800,0.0
02151900,0.0
02152000,0.0
02152100,0.0
02152200,0.0
02152300,0.0
02160000,0.0
02160100,0.0
02160200,0.0
02160300,0.0
02160400,0.0
02160500,0.0
02160600,0.0
02160700,0.06583333333333333
02160800,18.794166666666666
02160900,36.07999999999999
02161000,43.07500000000001
02161100,45.47416666666666
02161200,39.85833333333333
02161300,33.18833333333333
02161400,20.1025
02161500,0.1925
02161600,0.0
02161700,0.0
02161800,0.0
02161900,0.0
02162000,0.0
02162100,0.0
02162200,0.0
02162300,0.0
02170000,0.0
02170100,0.0
02170200,0.0
02170300,0.0
02170400,0.0
02170500,0.0
02170600,0.0
02170700,0.11083333333333334
02170800,12.475
02170900,23.13416666666667
02171000,30.857500000000005
02171100,36.58166666666667
02171200,28.3025
02171300,23.587500000000002
02171400,15.605833333333335
02171500,0.2658333333333333
02171600,0.0
02171700,0.0
02171800,0.0
02171900,0.0
02172000,0.0
02172100,0.0
02172200,0.0
02172300,0.0
02180000,0.0
02180100,0.0
02180200,0.0
02180300,0.0
02180400,0.0
02180500,0.0
02180600,0.0
02180700,0.10333333333333335
02180800,9.015833333333333
02180900,19.0475
02181000,27.40416666666667
02181100,31.515833333333333
02181200,21.203333333333337
02181300,14.955
02181400,8.368333333333334
02181500,3.1541666666666663
02181600,0.0
02181700,0.0
02181800,0.0
02181900,0.0
02182000,0.0
02182100,0.0
02182200,0.0
02182300,0.0
02190000,0.0
02190100,0.0
02190200,0.0
02190300,0.0
02190400,0.0
02190500,0.0
02190600,0.0
02190700,0.1991666666666667
02190800,17.8025
02190900,31.50666666666667
02191000,43.751666666666665
02191100,53.193333333333335
02191200,53.8475
02191300,44.77666666666667
02191400,27.81
02191500,9.521666666666667
02191600,0.0
02191700,0.0
02191800,0.0
02191900,0.0
02192000,0.0
02192100,0.0
02192200,0.0
02192300,0.0
02200000,0.0
02200100,0.0
02200200,0.0
02200300,0.0
02200400,0.0
02200500,0.0
02200600,0.0
02200700,0.33916666666666667
02200800,24.652500000000003
02200900,47.43083333333334
02201000,61.315
02201100,66.62083333333334
02201200,59.54416666666666
02201300,46.032500000000006
02201400,27.5825
02201500,9.243333333333334
02201600,0.0
02201700,0.0
02201800,0.0
02201900,0.0
02202000,0.0
02202100,0.0
02202200,0.0
02202300,0.0
02210000,0.0
02210100,0.0
02210200,0.0
02210300,0.0
02210400,0.0
02210500,0.0
02210600,0.0
02210700,0.47666666666666674
02210800,31.669166666666666
02210900,55.35916666666666
02211000,65.84916666666668
02211100,67.52833333333334
02211200,62.573333333333345
02211300,45.28916666666667
02211400,27.234999999999996
02211500,9.611666666666668
02211600,0.0
02211700,0.0
02211800,0.0
02211900,0.0
02212000,0.0
02212100,0.0
02212200,0.0
02212300,0.0
02220000,0.0
02220100,0.0
02220200,0.0
02220300,0.0
02220400,0.0
02220500,0.0
02220600,0.0
02220700,0.5866666666666668
02220800,25.37166666666667
02220900,39.012499999999996
02221000,49.33583333333334
02221100,55.7525
02221200,53.30583333333334
02221300,44.66166666666667
02221400,30.509166666666662
02221500,12.76833333333333
02221600,0.0
02221700,0.0
02221800,0.0
02221900,0.0
02222000,0.0
02222100,0.0
02222200,0.0
02222300,0.0
02230000,0.0
02230100,0.0
02230200,0.0
02230300,0.0
02230400,0.0
02230500,0.0
02230600,0.0
02230700,0.5708333333333334
02230800,22.088333333333335
02230900,36.83416666666667
02231000,45.8775
02231100,48.935833333333335
02231200,47.52166666666667
02231300,41.88916666666667
02231400,27.79166666666666
02231500,10.695
02231600,0.0
02231700,0.0
02231800,0.0
02231900,0.0
02232000,0.0
02232100,0.0
02232200,0.0
02232300,0.0
02240000,0.0
02240100,0.0
02240200,0.0
02240300,0.0
02240400,0.0
02240500,0.0
02240600,0.0
02240700,0.8391666666666667
02240800,22.3
02240900,35.94416666666667
02241000,46.415
02241100,54.9475
02241200,50.51916666666667
02241300,40.243333333333325
02241400,25.2475
02241500,9.756666666666668
02241600,0.0
02241700,0.0
02241800,0.0
02241900,0.0
02242000,0.0
02242100,0.0
02242200,0.0
02242300,0.0
02250000,0.0
02250100,0.0
02250200,0.0
02250300,0.0
02250400,0.0
02250500,0.0
02250600,0.0
02250700,1.1033333333333335
02250800,21.84
02250900,40.88916666666667
02251000,55.13583333333333
02251100,66.2975
02251200,61.38083333333333
02251300,48.5325
02251400,29.3025
02251500,11.701666666666666
02251600,0.0
02251700,0.0
02251800,0.0
02251900,0.0
02252000,0.0
02252100,0.0
02252200,0.0
02252300,0.0
02260000,0.0
02260100,0.0
02260200,0.0
02260300,0.0
02260400,0.0
02260500,0.0
02260600,0.0
02260700,1.2575
02260800,27.027500000000003
02260900,47.2925
02261000,51.714166666666664
02261100,54.07166666666666
02261200,54.0325
02261300,41.9625
02261400,25.291666666666668
02261500,9.471666666666666
02261600,0.0
02261700,0.0
02261800,0.0
02261900,0.0
02262000,0.0
02262100,0.0
02262200,0.0
02262300,0.0
02270000,0.0
02270100,0.0
02270200,0.0
02270300,0.0
02270400,0.0
02270500,0.0
02270600,0.0
02270700,1.280833333333333
02270800,25.010833333333334
02270900,37.501666666666665
02271000,50.189166666666665
02271100,56.044166666666676
02271200,55.399166666666666
02271300,44.35416666666668
02271400,28.950833333333332
02271500,11.786666666666667
02271600,0.0
02271700,0.0
02271800,0.0
02271900,0.0
02272000,0.0
02272100,0.0
02272200,0.0
02272300,0.0
02280000,0.0
02280100,0.0
02280200,0.0
02280300,0.0
02280400,0.0
02280500,0.0
02280600,0.0
02280700,10.5575
02280800,26.2625
02280900,43.71416666666667
02281000,56.139166666666675
02281100,64.21583333333334
02281200,60.80666666666668
02281300,49.73833333333334
02281400,34.67416666666667
02281500,15.428333333333333
02281600,0.0
02281700,0.0
02281800,0.0
02281900,0.0
02282000,0.0
02282100,0.0
02282200,0.0
02282300,0.0
02290000,0.0
02290100,0.0
02290200,0.0
02290300,0.0
02290400,0.0
02290500,0.0
02290600,0.0
02290700,7.640000000000001
02290800,16.876666666666665
02290900,24.31
02291000,32.663333333333334
02291100,29.129999999999995
02291200,19.21666666666667
02291300,16.51
02291400,14.283333333333333
02291500,10.186666666666666
02291600,0.0
02291700,0.0
02291800,0.0
02291900,0.0
02292000,0.0
02292100,0.0
02292200,0.0
02292300,0.0
03010000,0.0
03010100,0.0
03010200,0.0
03010300,0.0
03010400,0.0
03010500,0.0
03010600,0.0
03010700,13.161666666666667
03010800,30.96666666666667
03010900,40.585
03011000,49.3475
03011100,53.80500000000001
03011200,57.37166666666666
03011300,47.21
03011400,29.36
03011500,13.328333333333333
03011600,0.0
03011700,0.0
03011800,0.0
03011900,0.0
03012000,0.0
03012100,0.0
03012200,0.0
03012300,0.0
03020000,0.0
03020100,0.0
03020200,0.0
03020300,0.0
03020400,0.0
03020500,0.0
03020600,0.0
03020700,11.518333333333333
03020800,32.435833333333335
03020900,47.365
03021000,59.26499999999999
03021100,64.81083333333333
03021200,60.88916666666666
03021300,49.905833333333334
03021400,29.526666666666667
03021500,12.710000000000003
03021600,0.0033333333333333335
03021700,0.0
03021800,0.0
03021900,0.0
03022000,0.0
03022100,0.0
03022200,0.0
03022300,0.0
03030000,0.0
03030100,0.0
03030200,0.0
03030300,0.0
03030400,0.0
03030500,0.0
03030600,0.0008333333333333334
03030700,12.274166666666668
03030800,31.090833333333332
03030900,50.74
03031000,66.29166666666666
03031100,75.63416666666667
03031200,77.69833333333334
03031300,66.42999999999999
03031400,46.080000000000005
03031500,18.749166666666664
03031600,0.025000000000000005
03031700,0.0
03031800,0.0
03031900,0.0
03032000,0.0
03032100,0.0
03032200,0.0
03032300,0.0
03040000,0.0
03040100,0.0
03040200,0.0
03040300,0.0
03040400,0.0
03040500,0.0
03040600,0.04083333333333333
03040700,16.308333333333337
03040800,33.01749999999999
03040900,50.42416666666667
03041000,62.79333333333333
03041100,68.13083333333334
03041200,64.87416666666667
03041300,56.8475
03041400,41.39
03041500,20.31416666666667
03041600,0.028333333333333335
03041700,0.0
03041800,0.0
03041900,0.0
03042000,0.0
03042100,0.0
03042200,0.0
03042300,0.0
03050000,0.0
03050100,0.0
03050200,0.0
03050300,0.0
03050400,0.0
03050500,0.0
03050600,0.0625
03050700,21.47666666666667
03050800,43.405833333333334
03050900,58.82249999999999
03051000,68.4725
03051100,76.31583333333333
03051200,73.8775
03051300,60.333333333333336
03051400,39.93333333333333
03051500,19.915833333333335
